"","Date","gdp","m2","gov","Y","M","G","Y.lag","M.lag","G.lag","y.growth","m.growth","g.growth","dmg","dgg","dmg1","dgg1","dmg2","dgg2","dmg3","dgg3","mg4","gg4"
"159",1999-07-01,12679.977,2720.2,2623.423,9.44777941410945,7.90846068599865,7.87223523259122,9.43463589951092,7.8968502764109,7.86026915887382,0.0131435145985215,0.0116104095877576,0.0119660737174065,0.00575425976452326,0.00835995940214573,-0.0110834965548889,-0.0035486518374972,-0.00316056723645808,0.00127000252185194,0.0109744970584451,-0.00161991105345383,0.00912571655613625,0.00750467468435989
"160",1999-10-01,12888.281,2731.4,2664.236,9.46407372784693,7.91256957724432,7.88767261632513,9.44777941410945,7.90846068599865,7.87223523259122,0.016294313737486,0.0041088912456706,0.015437383733909,-0.00750151834208701,0.00347131001650247,0.00575425976452326,0.00835995940214573,-0.0110834965548889,-0.0035486518374972,-0.00316056723645808,0.00127000252185194,0.0201002136145814,0.00588476363090606
"161",2000-01-01,12935.252,2756.2,2645.323,9.46771157645587,7.92160819844104,7.88054845403897,9.46407372784693,7.91256957724432,7.88767261632513,0.00363784860893723,0.00903862119672016,-0.00712416228616153,0.00492972995104957,-0.0225615460200705,-0.00750151834208701,0.00347131001650247,0.00575425976452326,0.00835995940214573,-0.0110834965548889,-0.0035486518374972,0.0169396463781233,0.00715476615275801
"162",2000-04-01,13170.749,2788.8,2671.398,9.48575366479825,7.93336667476576,7.89035720987162,9.46771157645587,7.92160819844104,7.88054845403897,0.0180420883423817,0.0117584763247125,0.00980875583264673,0.00271985512799233,0.0169329181188083,0.00492972995104957,-0.0225615460200705,-0.00750151834208701,0.00347131001650247,0.00575425976452326,0.00835995940214573,0.00585614982323435,0.00360611431526081
"163",2000-07-01,13183.89,2773.2,2660.139,9.48675090866784,7.92775716706833,7.88613365604956,9.48575366479825,7.93336667476576,7.89035720987162,0.000997243869592879,-0.00560950769742163,-0.00422355382205186,-0.0173679840221341,-0.0140323096546986,0.00271985512799233,0.0169329181188083,0.00492972995104957,-0.0225615460200705,-0.00750151834208701,0.00347131001650247,0.0116104095877576,0.0119660737174065
"164",2000-10-01,13262.25,2800,2676.446,9.4926769326032,7.9373746961633,7.89224507402744,9.48675090866784,7.92775716706833,7.88613365604956,0.00592602393535202,0.00961752909496028,0.00611141797787607,0.0152270367923819,0.0103349717999279,-0.0173679840221341,-0.0140323096546986,0.00271985512799233,0.0169329181188083,0.00492972995104957,-0.0225615460200705,0.0041088912456706,0.015437383733909
"165",2001-01-01,13219.251,2833.3,2718.291,9.48942945521969,7.94919738903521,7.90775865299781,9.4926769326032,7.9373746961633,7.89224507402744,-0.00324747738350162,0.0118226928719158,0.0155135789703662,0.00220516377695557,0.00940216099249014,0.0152270367923819,0.0103349717999279,-0.0173679840221341,-0.0140323096546986,0.00271985512799233,0.0169329181188083,0.00903862119672016,-0.00712416228616153
"166",2001-04-01,13301.394,2911.1,2765.415,9.49562412074752,7.97628629561179,7.92494599310991,9.48942945521969,7.94919738903521,7.90775865299781,0.0061946655278291,0.0270889065765809,0.0171873401121028,0.0152662137046651,0.00167376114173656,0.00220516377695557,0.00940216099249014,0.0152270367923819,0.0103349717999279,-0.0173679840221341,-0.0140323096546986,0.0117584763247125,0.00980875583264673
"167",2001-07-01,13248.142,2932.6,2762.681,9.49161259516663,7.98364468054298,7.92395686404163,9.49562412074752,7.97628629561179,7.92494599310991,-0.00401152558089279,0.00735838493118646,-0.000989129068274863,-0.0197305216453945,-0.0181764691803776,0.0152662137046651,0.00167376114173656,0.00220516377695557,0.00940216099249014,0.0152270367923819,0.0103349717999279,-0.00560950769742163,-0.00422355382205186
"168",2001-10-01,13284.881,3004.5,2808.498,9.49438190068296,8.00786644377398,7.94040509984832,9.49161259516663,7.98364468054298,7.92395686404163,0.00276930551633292,0.0242217632310044,0.0164482358066902,0.016863378299818,0.0174373648749651,-0.0197305216453945,-0.0181764691803776,0.0152662137046651,0.00167376114173656,0.00220516377695557,0.00940216099249014,0.00961752909496028,0.00611141797787607
